TeamName,Score
ChenXiaoLin04,391.3
Kazuyoshi SUZUKI,881.0
GsGsSsSs,553.2
masaxsuzu,711.1
Lesiu,665.1
Victor,348.7
Muhammad Ibrahim Qasmi,639.4
Team A-B-A,456.8
KooDol,867.8
Momotaro YAMADA,696.8
loveispoison,559.6
Nidy,597.4
arrow_utpoke,655.8
YusBri,536.5
ss527936,181.6
Shoya Taguchi,902.7
fufufufufuko,841.8
WEcoS,828.5
PRMNC,741.7
taaaaaaaaaa,355.4
Roland Gerlinger,599.1
works.management,343.4
Gengar Gangsters,743.7
jarrett blumenschein,867.9
Funky,841.3
chihiro tomioka,579.0
tyindolent,653.4
totoko,615.4
jannchie,705.2
SB Kaggle,586.7
Light&Thunder,428.1
Yz,714.4
Leekyung,358.4
Star-mine,776.3
sryo,703.5
chimaki,568.4
yamato498,780.9
KEN,575.7
genki toyama,910.7
ayaya09,711.6
va,613.6
CYLIM87,550.8
ykuroka,1094.6
RubenGG94,326.0
Kuroneko,756.9
Azalearn,275.7
Bolt Up,420.9
Aditya Palit,429.1
Shishio Makoto,1039.6
shu8Cream,892.6
Farigiraf Stats,544.0
SAKU,687.9
Junkonno,214.0
tks,852.8
Xan Morice-Atkinson,612.1
Two Stooges,862.7
Pokemick,509.4
Anuj Saha,550.3
qwegat,261.1
Mikhail Breikin,219.8
Neko #2,775.3
kevotovar14,665.6
Raihan Ramadistra,954.9
Ryohei Nakamura,388.2
Tanishi＆haru,741.1
charu,836.1
Kai_zuta,353.3
Beginner's luck,795.3
20070521 assassin,726.0
ushironoko,513.9
Ian Lee,316.3
capbloo,1076.2
Ken_Ken_Pa,753.2
ONunez55,584.9
koga_poke,730.1
BioMath,1075.2
akzw,711.2
shun_otoko,816.6
YozenPoke,549.9
A.T.,891.4
mcw999,568.0
Bambang Satmoko,549.8
Sorachi KATAYAMA,241.8
あぴょぴょ,875.7
Harsh Chaudhary ml,272.3
かすみさんち,672.7
Twil3akine,760.0
Emre Bektas,521.1
wouter roels,262.6
Subhan Hussain,710.5
Amane Suzuki,761.0
Jake Palanca,790.5
Umair Zia,982.6
chanta093,472.3
Masahiko Matsui,779.5
Ding Ma,429.8
cocosu3434,777.0
ima_AI123,777.0
takerusQ,729.0
Renaissancejxj,546.3
Taishoh,641.8
tarakobasuta,607.1
Kulwinder Kapoor,313.8
佐藤広基,643.9
dkyk,769.5
Nithin maktha,972.7
MCH,677.2
Valkyrja,602.1
btk15049,1127.2
Lleyaghm,533.9
"Seok, Jeongeum",834.8
czhhhhh,318.9
一石三頭,814.1
ek,537.3
NecromanAlbert,690.3
Takuya0911,702.4
Yamada Iwao,672.7
gongdo,546.8
onionring26,538.4
MYSO,493.1
Obvio7,557.1
あむ,204.1
kkj333,804.0
TERUTERU,660.3
Atrix,598.4
L-WALID,1083.8
Joshua Davidov,700.3
almer,492.3
hashimu,894.9
立て板に水,794.6
porply,560.2
atuage70,509.2
Takuto Nishimine,896.7
Light Musing,935.8
原田龍馬,625.1
sangmin7b,938.3
platypus2000jp,853.4
Kisan Al Gaib,357.2
mimi,773.6
Furkan Pirinc,1013.6
tomioka,247.7
oisho,737.7
Sumant V J,678.6
rikulist,554.6
sk1012,755.8
gggggggg0g0,540.6
Fusahiko@555,488.2
miran0313,362.9
俺達何え?チームcudgk,883.1
fumihito mori,308.2
Glorian,597.9
lingyundev,993.4
[Deleted] 0e0ece22-59bf-4783-a38a-548ae01e7bea,707.4
tachyon_c2,955.3
Tak Jim,787.3
mk,662.3
Yuki TASHIRO,376.7
sakama,870.9
MarineYY,811.5
Ying Peter,488.1
SandeepBits,221.2
Septem27,138.1
BinomialSheep,720.2
Pratham Jain,865.7
Reki,838.1
Kensuke Kurita,356.4
Ye,899.7
Emilio Orozco,555.4
TCre15,296.3
YT,738.1
yankoGPT,723.8
Sai Syam,390.8
Insper TCG,600.2
ElephtAI,711.9
KentoKuri,658.3
yabami,491.3
Baker Jackson,528.3
Casey Bennink,659.0
Kazuhiro O,830.9
keiichi11,839.5
HAL TCG Dojo,504.8
majigori,758.6
Takuma Sakamoto,557.8
Yasuo 0/10/0,1150
souta927,297.5
alonso bardales,673.5
me-keh-dev,640.6
Jaga,1150
tabby,575.8
Yuma Takeuchi,814.4
yomogi221,642.2
kurupical,710.0
!!,543.0
ichigotosakura,848.7
Takumi Hino,733.3
Sleepy Nuts,488.7
hina-no is all you need,366.6
Amberlogy,475.8
SoPro,696.6
karatsu,287.1
YuKawamura,266.0
Naoki Okuda,713.5
coffy 44,655.1
Takuya Ando,841.4
ytkaggleSyan,689.3
TKYOinK,384.6
A.Ishibashi,755.6
SGY2512,336.8
fanmili,805.8
Aslan168,720.9
kenfuku,877.5
Takk,170.9
nsytsqdtn,944.9
ktk,513.1
AMIBEN,293.4
PALTCG,723.4
arm10n,349.8
Taito Yoshimura,715.3
MKLeon,287.2
Kazuto Matsui,500.3
kaggle_bbgg,629.8
Ryosuke Takeda,723.2
tahiro,425.8
yuki-yukiii,666.7
kyulkyu,614.1
ohige0831,304.2
ryuki1101,851.1
Ramesh Arvind,991.3
Yohei Nakajima,784.8
ImANoob1122,789.1
MORU,548.5
Joe Chapa,944.1
Ricebug,540.4
Toriitechforge_John,506.4
StephenNedumpally,779.5
Ryan Talcoff,401.9
MasaPokemon,658.5
hosyan,385.0
ghostiee11,868.4
SHUN_04,476.7
keigo_take,621.7
rode,731.1
TAKUTO INOUE,794.6
sukeke,780.8
Eggplanck,239.2
otani_ai_memo,831.9
HIDEYO CHIBA,669.8
TakazawaMasato,889.3
Aki Ogawa,696.9
team asayan,486.1
Miyama,574.8
Ryosei T,991.0
KT MATA,479.6
UBI=ISHI,1150
THAI TA,653.0
Ni123456&,804.8
[Deleted] b62b5e0a-0771-47bf-93b0-1d6d0c94542f,906.7
akr2428,807.9
Luck is not a strategy,825.1
ゆとり,738.2
gurene-do,980.6
yk_aiiii,536.3
SK Arin,821.4
Lurk Shade,775.0
Big Deck Energy,938.4
hiroaki obana,465.9
NaqibL,345.1
yuuuki1111,562.1
Katsuki Ohshita,590.5
Alex G,834.2
tk.mit0127,422.9
xiang li122,643.3
Mih Zam,549.5
CurveCowboy,801.1
MakotoInomoto,846.5
Sobat Bucin,542.8
Junichiro Morita,803.7
2-38.com,870.9
Naziba Tasnim,674.5
Akshay Mathur,630.3
AJINKYA CHINTAWAR,441.0
wbt,631.1
Shuri Ikeno,641.3
もたざる,268.3
Kintaro,333.6
satoshi rizard,684.6
Haoyuan Zhou,155.4
cherlilly,423.2
Kendamarron,894.0
wkonishi,903.8
orikage,795.7
Ryoma Terazawa,675.6
meteoru,700.0
shushu3,781.3
sakuyuna,572.3
ryokiti,276.3
HLKT,251.8
KH_shadow,367.2
Super Mippo,714.7
StockMagikarp,715.4
ozdogant,722.7
ktyoku,796.2
梅田真宙,492.7
Ykst51,505.1
Ars Noveau,835.1
MakiMakiAi,806.5
Matsuokaaaaa,539.6
sharakoon,461.4
Viturv Pathak,674.2
fujihara,433.9
TMiki,692.7
Abish Pius,379.2
Altair,343.2
Arceus,844.8
oideyo_shibamata,547.6
LowEffort,926.9
suguuuuu & hiehie,966.5
Paul Lockett,664.6
ML_Bear,937.5
Kingsley Compton,672.5
門司 匡広,800.2
Aregus,344.9
today,916.9
M Irfan Shahid,300.4
Yuki_Kaneko,537.5
Zero Mexico,826.1
MachinaExMachina,698.0
yamamekko,980.5
Sacha Comte 02,556.4
brave-心勇-heart,321.4
ktr,876.1
@🤞@,816.2
Altar Buyukdogan,716.8
bit_shinon,700.8
Gengar,1062.8
airMac 778,971.1
Filip Strzałka,798.3
Haixiang Xu,775.6
David Goldrajch,455.9
zumatin,547.6
poket monster,544.3
currentbranch,636.9
M2AI,689.5
shosemaru,721.1
Calcite Valentin,927.8
forest2026,234.2
kuu🍣,731.4
Sonika20000002,454.9
BluezLee,983.6
DaisukeHiguchi1126,420.5
CYLik,1150
n shuhei,630.8
inarikujirawanko,708.3
nigenight,820.5
カツラギ シン,676.0
Rauru Okitani,578.6
Sai Swaroop,531.0
Latitu,701.5
srikalyan,780.3
yoshi,821.7
Bocchieri Alberto,1010.6
H.Ito,873.7
nometoko,304.4
The Debauchery Tea Party,1358
sieru-copan,834.5
Toshiaki Satsuma,398.7
YugoHamada,713.2
Quroro,322.2
lark1115,895.4
JZ,889.6
Jackuang,655.5
TK-1120,711.4
Sirui Zeng,865.0
Brad Thompson,616.3
irontomato,679.0
ini,768.0
Cathay_TCG,581.4
Yuto Muroshima,982.2
We1chnon,836.4
shikibu9419,767.5
Ishan Kapoor,311.2
uninc2000,954.4
sakupoyoooon,736.3
Soichiro Kuribayashi,1009.4
Hung Sheng Shih,562.5
Egor Tkachenko,781.9
yukinoka,707.5
EKMorris,494.3
pino 70122,901.9
チームサティスファクション,507.7
Pumpkin@Pokeca,675.8
VSKi Li,363.6
DeeperNet,778.8
Hamadryas Baboon,657.6
チームロスギラ,1080.6
Jack Wilson,621.0
yw8837,384.1
Lee Tai Peng,383.1
ruten,657.2
MangaNow,538.1
Evex Developers,757.8
ことこと,512.1
shota.y,400.7
Do Hyun Nam,188.2
Sérgio Almeida,954.1
Hammad Zahid,687.9
原田純平,704.4
Foxyone,676.0
ShoSugise,764.0
Glucosamine,549.0
かーーき,154.3
hpp sak,956.5
Ali Haydar Özdağ,789.0
HATODADON,507.1
keith,861.6
Yaroslav kholmirzayev,747.3
Gloxynia,538.8
kashort,727.9
Anemone,847.8
betmobeton,738.7
FabrizioFedericoni,679.9
kanamen,387.2
Syed Saad Hasan Emad,966.3
Junichi Saigou,833.6
600626_วายุ,632.8
Shinichiro Yoshida,583.1
kunihiro,866.4
ra5anchor,948.4
SuperNorman,803.2
AwA,636.3
Ville,811.3
yumizu,864.3
Shibungi,798.1
STR-PAPA,720.0
Yanlin Wu 916,555.8
Keita Shimada,348.7
Pokemon001,904.5
Jimmer,594.7
t-hash1995,650.8
Lucas Henrique Mateo,634.0
qianbao hou,920.7
sharkself,648.8
Masataka Sawada,629.2
Kiratan,907.7
RyotaNakanishi,443.8
adakoda,937.7
nasuo445,876.3
Pokésonic,810.7
Pytorch,640.4
HIROYA KIKUCHI,921.6
Tsuyoshi Chiba,743.1
Solid_Sea,727.0
Ahmed A.,384.1
Miker,552.0
Mikołaj  Kłoczewski,601.1
Kawakami,615.6
Norihide Endo,619.3
KinpatsuPoke,457.1
Kun Zhang,969.2
JBMetrix,604.8
Poshiri,978.3
fttp,855.6
jskymfe,846.3
Ushimaru,696.9
Takutsu,685.2
Sifar12,654.8
ichitaro3,661.6
Mogja J,1150
nimous,711.7
Vinimar Mitu Jr,579.3
itsuki-data,962.3
Jouta_123,678.9
Mrutyunjay Joshi,673.0
Yunosuke Saito,576.1
keisuke ito,516.6
Bensonli7777,754.8
negi-develop,502.7
Danilo Antonietto,637.7
Lucas Ween,603.4
yoonick,485.2
Ricardo Nakadomari,798.4
Hawk,773.5
hieda kazvki,657.9
tarako,787.4
mmasato,406.2
JOKER777,327.5
takataok_42,698.3
YutoWatanabe,433.2
YATAShotaro,716.0
monzblog,784.1
HirotaSaurus,681.3
SHOUHEI IKEDA,358.9
takagi.y,286.9
Soraice,857.9
prophecy,697.9
Damocan,324.7
Robo Games,773.3
中村恵大,489.2
Avik Das,192.8
Rhythm Mecha,204.8
テライFACC,784.4
さやのーず,304.1
Sheldon Zhao,444.7
koppen9029,220.5
AKIYA NAKASATO,788.0
OSZ8,762.3
MaoOKRK,592.1
Eamonn Kashyap,770.1
Zammaar Shafqat Malhi,653.2
Kou Nishioka,378.3
MichaelJKnowles,687.0
festivallead,916.4
kanadomekei,722.2
Ilham Sadewa,790.9
zerotwo002,900.5
atsuken,546.0
GemNo.9,399.6
Jed Mijares,445.1
idk,734.4
spa-toni,579.5
tofumagi,409.3
hikarimaru,863.9
Michael Krager,1116.6
MSGG411,476.9
Josh Mcateer,408.6
Jotaro,753.6
tellurium_rrr,772.6
r_4vk,765.1
BarrelAged,659.2
Brandon Khuu,86.9
Jonathan Coletti,856.5
Yin Li,615.2
Handry Novianto,615.0
kotton,446.8
CoCoSh,909.5
pokemob,691.8
きれいナビ,632.2
Ming Fong,838.3
JackChenghao,694.3
ta2yakwhr,126.2
Tokiya Osuka,784.4
hymn_fun,542.7
moya,617.2
motono0223,977.0
OKDI,786.0
ggbong,350.0
Zenith08,498.5
dyuan311,518.4
Kyota,889.3
tsuzuk1,471.2
wingsyuyi-satori,595.5
Kz hara,596.0
とりてんチャンネル（とりてんチャンネル）,436.4
Biel Escola Rodrigo,984.1
Mingzhang Hu,612.6
Richard Nam,248.1
Jack,1025.2
Y2Dex,831.0
Kamal Das,914.0
3.14159265,410.7
Shiro Sugawa,810.8
schezo,647.8
Legend Brothers,1064.2
James Christian,282.4
Alessandro Campolo,870.8
kyuuuuro,728.1
Yudai Ueno,875.7
Akifumi Okubo,757.8
onechan1,980.9
APEC,962.3
Vedant A.,646.5
choku777,637.0
tuannm3812,661.3
くさまかずき,241.5
やまちー,766.1
flower_DJSHS,417.2
Ankith Savio,864.1
Luke Stafford,522.8
Ajito Nelson,663.5
nikechan,727.6
Kelvin,934.2
ODers,956.6
kashiwashira,1150
Francisco Stahl,603.3
Takanori Abe,415.6
Masaruto,583.3
Ryutogrrr,749.9
松原柚月,842.4
vkhydras,762.3
Oddball45000,830.9
suraki0120,837.3
kawasaki12,450.3
shota,893.4
Dale Jung,473.3
monao462,541.7
Luca Lullo,527.8
One,815.4
Josh Greiff,543.3
4san,738.2
Mark Cooper,659.6
daphniapulex,661.1
Fayche,774.3
tadhase,1003.6
uta_ccc,859.0
GoodSmell,958.0
Blake Mosley,831.6
Jarl_Bulbasaur,421.5
Niko Kristanto,686.4
Hiro0811,850.3
Saikawa_Yui,778.3
dodeuse57,553.6
colapis,611.6
kurikuri54,372.9
ruce015555,759.6
Alfath Rayyan,229.5
史永刚,937.2
amamori-041226,765.5
Patrick Graham,642.3
chocoseiya,592.9
lingyu07,994.4
mochikiichigo,765.1
kurushun,919.9
Tae Shin,658.7
Yukari Kotoha,890.0
kmizunoster,811.8
REi0077,630.1
atpmara,637.8
hideMonkey,877.2
Kagura_UT,543.4
We Are Slow,551.9
erde,381.6
NekoChan-NekoChan,857.8
inoue0x54,538.1
ZAOUI_Yassine,582.0
discoverybytes,620.1
holyholy,890.4
sati1996,348.1
Jeki Wan Taufik,863.6
kglctf,875.3
daniel,632.9
AnkushSnigh,360.8
Ngoc Nguyen Tuan,646.8
HanaMew,367.2
Dracufeuer,728.3
zoroark190,1145.2
Ryon,808.5
Suleyman The Magnificent,659.5
Edgar Silva R,599.7
カントー地方マスター,1150
KENMANGG,350.7
ロケット団参上！,510.5
jalp,802.6
BeesRock,359.6
nashu,299.8
shige,941.1
Boseiju,745.1
TomoyaM,574.1
Gregers Rygg,652.2
d_tree_love,580.4
Oikawa Kota,509.9
nakanoData,806.5
fishing_kiyogon,383.2
なかよしポケカ倶楽部,657.1
yankang_XZK,635.3
SH11235,981.2
Shiny-Rayquaza,480.7
Banger_,719.0
maimai #2,277.0
WAKIYA,543.2
yatosa,664.2
MatsuyamaKAiho,548.0
pham,798.1
Just a Student,549.7
sakura_atm,562.8
Alberto Bonsanto,857.1
Matthew Huang,918.3
lowbackpain-slime,535.7
Starmie is all you need,848.0
Testuo&Ryuji,1037.6
nakazu,907.9
キーウィ,974.3
Yuto Kobayashi,509.2
joecorder,692.3
Leundai,980.1
Atom McCree,541.0
hikaru_ishihara46,424.9
taiga honda,788.8
patamaru,679.1
kidekikish,589.3
aidy,1139.4
Yohanchen,818.5
machiko_osada,524.1
shuto,275.0
stars_w,837.3
Takupon,795.9
urnotsam,562.4
NomiBoo,626.4
Nur Srijan,839.0
Nomiyama　Yu,914.4
yomogi mochi,1150
YAKIIMO3,779.7
X- ray,547.2
いもぞん,245.5
ばう,982.3
Murat Kolic,731.6
Dapp,774.9
Sima Sinha,323.7
Seiyo,970.6
Heitor Westphal,630.8
chephes,519.2
kenta matsumoto,785.5
yasu. 78,381.1
matsu12,348.9
Enoki,744.3
Benjamin Zhao3927,880.2
hardik rathod,683.9
Testete,728.1
kmdrism,474.9
つるかす,687.4
illunome,910.9
koki334,833.7
Amedeo Biolatti,936.4
Rishav Dutta,543.7
small pond,558.8
MeWe,618.9
Ryos8515,827.2
GENGARDEV,827.0
joicygiore,937.6
hector cardenas,454.8
RiJ,738.2
PikachuKawaii,530.9
TomCAT,425.1
yugen louis,705.0
Manoj Gowda BG,341.1
junXD5,870.1
eierapfelxx,825.7
GIVE ME A JOB,728.4
sixer srinath,450.0
Boiled Nail,834.9
Hirotaka Sugawara,770.5
Rixu324,585.5
Alternate,607.9
Breno Mazza,66.6
Iwakiri Takuya,686.5
pinoko,911.6
Eigetuin,253.5
nakano?neru?maru?ruru,711.3
Uzi_0003,641.3
DŨNG HỒ ANH,622.4
桜草メイ,409.5
Soma,992.2
Bulbaflare,421.4
Keach Inoue,574.7
Ryounosuke Kouriki,667.3
おべんとう,415.3
Hiyato,790.9
Mountain peak,800.1
pupipupi5,785.3
N.Y,403.1
masat,837.8
Chris Dalzell,473.0
Vicky Maan,749.9
Ryutaro,354.0
RamaswamyBala,444.6
SKMAAX,709.6
Rebis Global,671.3
kmj200392,286.2
Dian Deng,723.0
ksew364,494.5
habakan,906.2
yujifuji,430.5
てうぽけ,718.1
dranblade,434.8
iwashi,1077.7
MaybeIcanShow,955.7
YUSEI SAKAI,657.6
curry panda ex,640.2
masaaki imai,587.1
Hiro Nomo,1047.7
Uchitom,601.3
Terutora Tachibana,375.7
Visruth Kakaumani,327.4
Tomo & K,672.5
andayougui,639.4
Masashi Onda,307.2
Hiroshi U,798.8
Cheshire Cat,674.6
kambarakun,854.5
Mibbles' Lab,819.1
PewPew,502.2
sakaitt,723.5
Taro Nagasawa,354.6
Magikarp,927.5
yuji y,857.9
Humbletofu,832.6
Retlinac,585.4
Suzuki Mari,739.1
bengle,941.0
pokelarp,555.3
FabienDaniel,865.6
Takusato,831.8
iwatsushi,728.5
atom1231,1069.9
Mao Nishino (mao1756),819.0
Francesco Sardo,647.2
T T (りっきー),493.3
ElliotC,677.2
Yusukey12,839.4
ラーメンたべたい,469.5
Kazuma Mori,644.1
molmot,848.8
Mike Zeng 2009,569.5
SO0529,820.5
泣きむしサメチャン,621.0
yaya__k,452.3
tetsu31,662.3
nisimu197,764.8
Matsuda040708,770.7
Luca Guerra,672.0
odakazu,558.2
iwtn,627.5
__Taichicchi__,560.3
akahane,698.5
e-toppo,1019.3
strayuru,839.5
Dicer992,1000.8
skorry,766.3
Adam Radziwanowski,1027.6
yuki jyono,686.3
L1LI4N,726.6
zhuo wamg,704.6
oldoty,701.3
Kyogre,1050.7
Tomy,405.5
Maximiliano,351.6
pysong wang,497.3
easonyanyan,803.9
tw_shin,985.4
DoAI,671.0
Joey Mckee,812.3
IwaKri,539.7
Ryosuke Aihara,755.0
kosian8128,856.0
dungeon-master,883.0
takusemba,937.4
Satokenize,789.1
askBillyWhatMamaDid,728.2
yasuna,602.3
ei8171,995.0
Kabuto0421,484.9
Hikaru Umeyama,873.9
Jules,799.5
bruxelles,435.6
k66,1029.3
Nguyễn Giáp,840.1
MECHINE,390.3
david valor,1010.5
Danish Shakeel Mohammad,362.7
Tsutsu_01,436.1
CatPurrgramming,516.3
Sam Branham,763.0
Juan Lavieri Goiri,841.4
Iwami Daisuke,627.0
Limo,615.5
bukichi,527.5
Philipp Thoss,790.4
Changdao Chen,961.1
aruuu,597.1
bakata,815.3
kutty1119,846.6
LagrangianLocomotive,1065.7
Yuki Kawakami123,363.4
Abeeb Adesina,677.3
Tang,825.8
Pino,165.0
kemurayama,994.3
roiall,879.8
rotto,916.9
nyoomp,757.5
keiz,549.5
fujiborozoukin,943.3
Kei Yamashita,367.0
littlestronomer,539.5
八反田拓磨,492.8
Duc24KDL,626.5
yuyu_kato,389.4
gemelom,772.2
町田遥裕,586.2
blibli.com,542.3
SeiichiroIshii,466.2
DeepMew,533.2
Daisuke,660.3
imamutya,493.9
Akamatsu,861.5
barrybao123,978.5
Satoluca,793.7
Kosuke Izumi,494.3
kaliafluorido,892.3
Ankita Priyadarsini Mallik,330.1
Sota Uchiyama,769.7
kosumo77,835.1
Adam Conan,337.4
\bleel00,798.7
Yiding Cui,804.9
BlueBuild4,799.6
NaOH,545.0
EunchaeSong,532.3
syamoji141,491.1
Nao Komura,672.9
lostejas,444.6
gakki,600.3
Ebi,755.0
サム・マウンテンマン,651.9
UTSA-NLP,578.2
nynyny67,639.7
hagglemekaggle,287.2
Team_Rocket,928.2
sageintelli,603.9
monaou,897.0
RyuMizu,929.8
uttc,520.3
opavinia,394.7
Thomas Semczyszyn,665.7
Galza98,879.3
Ontamasan85,784.5
caprest,487.2
Syuta,857.4
inbalkiv,709.4
romthpt,970.7
YKumazaki,644.6
shuto_shizuku,569.9
bird 01,303.4
takumi12345,455.7
cgaines,599.7
Wazowski,579.9
xyc6667,616.1
Alberto Mocchi,847.2
影山祐介,522.9
River (River_jp),476.4
JiMing Feng,654.3
Seikan Suzuki,957.9
bu,378.9
Dino Xie,218.2
Hiroyasu Okuno,506.5
NiniSan,603.1
Keith Fu,293.7
harmo-miu,716.8
coken256kit,584.1
Wawa_shizuka,755.3
Hayauchiwasabi,744.3
Scoops Martin,475.7
lolzpo,897.7
tai,809.5
Maher el Ouahabi,1044.3
dburns,595.0
nozmulll,539.6
Yuto Asano,447.6
Togo,965.9
YukiMaitani,725.2
Tom,705.6
hitoy,655.6
Douglas Winston,667.3
Larps,812.1
Skyraider,1036.2
溶岩,732.3
Berk Ozak,412.4
YounsungLEE,660.4
長谷川太一,685.5
Yuki Suwa,842.5
Collatz conjecture,795.5
AlphaPoké,674.7
Hondo Tamez,543.1
n=1,856.6
tsing hua,479.9
yuki16,880.1
Raid al maani,194.9
Pacomin,741.0
YaYu,522.6
Bianco Chiu,886.0
Dan Arreola,549.6
のはたく,490.7
Benedek Brandschott,382.7
nakashima723,766.1
SaiDuttaAbhishekDash,774.6
Masahiro Tanaka,739.1
Sholtis Labs,725.1
dmiyabe,839.9
YehJames,987.0
Ben Malaga,802.8
toiru1999,878.7
Soma Nakamura,576.2
CodeHacker,497.0
nnnnio_pppira,436.1
Juan Francisco Ortega Aguilar,210.6
3fk,542.5
nitronine269,593.7
Virtute,338.0
kabu strongest legend,867.8
Parth Raj Purohit,829.1
RyuseiHiko,821.2
Ousagi,500.6
nofreewill42,487.9
ITK8191,696.4
saeNeko,686.7
Nozomi Maki,747.8
Editor Jugnu AI,827.0
hoodrichpirobo,756.7
しろしろ,663.8
nnadrian,621.3
Sushi Party,477.6
madoka1111,464.0
huchkw,420.0
MIutrix,349.9
Davide,819.6
Léo Bouscarrat,321.7
Ryu_san,519.3
YuhiVT,794.0
drektmr,479.0
TATEHA,348.1
Yuto Umehara,791.3
tochiri,784.7
Takao Mizuno,754.9
Pranesh Jayasundar,753.7
Paramita,684.3
yuto,637.0
mocky700,723.4
TomBombadyl,939.8
bambi_create,690.4
Aji Samudra,653.9
Chattso-GPT (Yasuhito Yanagisawa),607.0
ポケカ頑張る,607.7
MrSamu18,546.6
kenkoooo,971.8
すも（もす）,449.0
Hayato AIDA,790.5
waticson,781.9
高橋拓夢,395.3
TrustHub hiroingk,1150
minoruno,537.2
Cem Orhan,749.0
nori_wave,442.8
Pikabrew,513.9
SebaMG,694.4
Yu Zhang,304.5
Shake912,628.6
secchanu,850.3
theredbluepill,808.4
Abhinav_Abhinav_the_one,595.3
Chua Zheng Wei Brian,758.2
Zejun_,832.2
Jake L and Kevin L,764.3
stevenleehans,709.8
kaito2140,480.4
hiroyuki-sh,705.6
Awajima,456.8
MartinZiserman,893.0
Eric Wu,573.5
Confusion,249.0
KanaWorksAI,564.3
nonpapa,558.7
Rn86222,423.0
yiyi,346.7
Where is my orbit,789.1
daiki_H,311.0
小山佳祐,748.1
pensukesan,682.8
okg,899.9
Djenk Ivanov,674.0
ZAKI8742,653.5
脱0コイン,612.9
Kazuya Shiroshita,689.6
Ezra #2,616.4
Chikuwabu,581.2
Brady Meighan,589.5
Abdul Wahab Khan,845.5
Shuang Ranse,540.2
Blacklions.,1008.0
Stepan Antonov,221.9
TakuyAI Obara,223.2
Miyashin,414.3
Tyrker,750.3
Akira-Ninth,1110.9
tellusium,988.7
ryupoke,583.6
john,830.9
alvanli,311.9
sam_the_rice_cake,901.6
둔갑숨기,158.3
keibrown,932.6
akachocobo,645.7
Takeshi Tanno,758.1
Ha huy,468.0
Kers Aoyagi,849.8
Henrique Mancini Castilho,636.7
Yusuf Murtaza,701.1
yuukinos,612.8
kiwi apple,650.7
ベイズVMAX,846.3
tf,803.1
nianag0,490.1
Joseph Laurienzo,434.8
Lam Mo Kit,820.6
Ioannis M,855.3
jack9999ske,663.4
bono,633.0
JosephMontana,1007.5
ayato_suzuki10,830.0
ZephyrRising,698.2
suh-sunaneko,747.6
Tyshi79,664.6
RadicalAceK,570.9
岩田泰久,560.1
EnoMi4mg,358.8
[Deleted] 87d00d5e-2534-45ed-b859-3d272112a525,354.6
Alejandro Espinoza,454.2
gonchaaan,436.0
yuki #3,323.5
Mr. Bro,354.4
Gaarv,367.8
Akshay Punjabi,952.8
sqrt4kaido,1051.3
ajisto,544.6
Kazato Takahashi,856.5
Anh Lam,641.9
NoOne,925.6
copasta,879.9
masaume,545.0
Yamadai,744.5
kinakomochi,718.0
showtree,951.6
warabiimu,712.0
yoshimasak,965.1
Sanjay6727,547.3
yuyumaru,295.4
Kaiyu28,696.6
KenLatte,837.0
primal,798.1
peeta pit,725.2
Nicola Li,801.3
BrendaScarleth,338.7
Evan Liu,754.9
hukuda222,483.0
Cheddy G,309.7
shanpu,688.9
Bozo Boys,760.3
orchidee8081,389.7
yasu,897.2
Ryu K,330.2
hosoka-r,616.8
Masa,599.0
kanana-studio,607.7
Hiroki Maruo,564.1
Kelvin Lin BU,209.8
大野ユウラ,1010.3
Qin Wen,697.9
shop_0761,658.8
yukichacha0227,463.3
Kyohei,726.5
Zane Cheung,356.8
pikap pika pikaa pikachuuuuuuu,191.7
KentoHako,1019.0
Louis KLASING,552.5
Botamochi,728.9
Rojiomote,999.8
Moricha27,783.3
kazusw,745.6
Zer0 Karat,718.0
YOKKO,882.4
ZETADIVISION,887.0
COLD,826.7
TakamaruEX,754.1
tomatomato,1297
gota,558.8
kawaiy,472.4
enim,430.0
yskt_min,718.4
Yuh Kim,687.6
Debangan Mali,477.4
Supermercado,627.6
Konosuke_Takeshima,655.8
ゆしりめ,619.7
toko2222,276.5
【ＡＩと共に、ＡＩと戦う】tubotu,1026.4
Takahiro Matsumoto,553.0
hhku,925.9
kokenbo,564.0
Kenshin Kikuchi,755.8
Antonino Zumbo,700.7
mrk,545.9
yoshitown,246.9
J.Moriuchi,990.1
Fornalha Criativa,647.5
Morim,965.3
そうめん,884.7
pokeka_ryo,1047.9
fuku_support,402.6
sironekosama,524.7
salmon2nd,868.5
SpeedSci,767.1
折扇戏美人,653.9
sereinless,602.8
sqdhnt,737.8
hbchao,789.1
colt,988.7
IMMANUEL SAM PRADEEP S,229.9
aosi123,531.3
沢栗 ぺんた,576.1
mogura2.0,989.1
sunako24d,708.2
cshara,311.2
"Pied Pie, LLC",326.4
YOGESH M,526.2
YOSHI SHIRA,694.7
ADS,896.4
Nikukyu,692.5
Pikachu,981.1
ramaswamyrama,440.4
Ruko,907.8
SunSeeker染汐,293.9
green gum,269.9
yomi,806.5
half pizza,789.8
CCoffie,1066.7
Voyager,791.9
MD. Nazmus Sakib Anik,755.7
Shizupoke,663.0
hyonu0620,817.2
TLM13 LABS,789.1
Shawya Saito,749.8
tanitou,696.9
Master-Zero1,328.4
kazuki0123,1161.3
MPGaming,833.9
